Row,Month,Description,Sales Rep,Qty,Cost,Sale Price,Location,Category
225,Jan 23,Xerox 1892,Ann Chong,25767,0.36,13.26,Northwest Territories,Paper
226,Jan 23,Staples Paper Clips,Charles McCrossin,26023,0.38,1.02,Northwest Territories,Rubber Bands
227,Jan 23,"Metal Folding Chairs, Beige, 4/Carton",Annie Cyprus,26051,0.58,19.19,Northwest Territories,Chairs & Chairmats
228,Jan 23,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Annie Cyprus,26051,0.52,1.99,Northwest Territories,Computer Peripherals
229,Jan 23,Computer Printout Paper with Letter-Trim Perforations,Carlos Soltero,26116,0.37,9.03,Northwest Territories,Paper
230,Jan 23,Bush Mission Pointe Library,Doug Bickford,26182,0.65,66.27,Northwest Territories,Bookcases
231,Jan 23,Hon Olson Stacker Stools,Carlos Daly,26272,0.57,24.49,Northwest Territories,Chairs & Chairmats
232,Jan 23,Xerox 1929,Fred Wasserman,26370,0.39,5.47,Northwest Territories,Paper
233,Jan 23,Home/Office Personal File Carts,Fred Wasserman,26370,0.6,5.49,Northwest Territories,Storage & Organization
234,Jan 23,Avery 507,Sylvia Foulston,26499,0.39,0.5,Northwest Territories,Labels
235,Jan 23,i470,Michelle Lonsdale,26531,0.56,5.26,Northwest Territories,Telephones and Communication
236,Jan 23,3M Organizer Strips,Sylvia Foulston,26567,0.37,7.78,Northwest Territories,Binders and Binder Accessories
237,Jan 23,"Imation 3.5 IBM Diskettes, 10/Box",Sylvia Foulston,26567,0.79,8.99,Northwest Territories,Computer Peripherals
238,Jan 23,"GE 4 Foot Flourescent Tube, 40 Watt",Sylvia Foulston,26567,0.39,8.99,Northwest Territories,Office Furnishings
239,Jan 23,300 Series Non-Flip,Sylvia Foulston,26567,0.6,8.08,Northwest Territories,Telephones and Communication
240,Jan 23,"Executive Impressions 13"" Chairman Wall Clock",Charlotte Melton,26854,0.5,8.99,Northwest Territories,Office Furnishings
241,Jan 23,Micro Innovations 104 Keyboard,Barry French,27109,0.64,6.5,Northwest Territories,Computer Peripherals
242,Jan 23,US Robotics 56K V.92 External Faxmodem,Heather Kirkland,27111,0.52,19.99,Northwest Territories,Computer Peripherals
243,Jan 23,Fellowes Staxonsteel® Drawer Files,Heather Kirkland,27111,0.71,19.99,Northwest Territories,Storage & Organization
244,Jan 23,Accessory39,Heather Kirkland,27111,0.81,3.3,Northwest Territories,Telephones and Communication
245,Jan 23,Telescoping Adjustable Floor Lamp,Henry Goldwyn,27264,0.6,11.17,Northwest Territories,Office Furnishings
246,Jan 23,Canon MP41DH Printing Calculator,Frank Price,27392,0.38,13.99,Northwest Territories,Office Machines
247,Jan 23,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jim Radford,27553,0.65,99,Northwest Territories,Storage & Organization
248,Jan 23,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Jim Radford,27553,0.57,13.99,Northwest Territories,Telephones and Communication
249,Jan 23,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Ralph Knight,27555,0.35,1.72,Northwest Territories,Paper
250,Jan 23,Belkin 6 Outlet Metallic Surge Strip,Delfina Latchford,27680,0.59,4.5,Northwest Territories,Appliances
251,Jan 23,Xerox 21,Delfina Latchford,27680,0.37,6.6,Northwest Territories,Paper
252,Jan 23,GBC DocuBind TL200 Manual Binding Machine,Roy Skaria,27778,0.38,15.01,Northwest Territories,Binders and Binder Accessories
253,Jan 23,"Sauder Forest Hills Library, Woodland Oak Finish",Roy Skaria,27778,0.77,36.09,Northwest Territories,Bookcases
254,Jan 23,Xerox 1940,Monica Federle,27909,0.36,10.75,Northwest Territories,Paper
255,Jan 23,Bagged Rubber Bands,Monica Federle,27909,0.81,0.7,Northwest Territories,Rubber Bands
256,Jan 23,Xerox 1897,Charles McCrossin,28003,0.36,6.07,Northwest Territories,Paper
257,Jan 23,Poly Designer Cover & Back,Don Miller,28035,0.37,5.23,Northwest Territories,Binders and Binder Accessories
258,Jan 23,Bionaire Personal Warm Mist Humidifier/Vaporizer,Jeremy Lonsdale,28135,0.46,5.1,Northwest Territories,Appliances
259,Jan 23,"Acme® 8"" Straight Scissors",Jeremy Lonsdale,28135,0.6,3.14,Northwest Territories,"Scissors, Rulers and Trimmers"
260,Jan 23,Heavy-Duty E-Z-D® Binders,Grant Carroll,28165,0.38,2.99,Northwest Territories,Binders and Binder Accessories
261,Jan 23,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Carl Ludwig,28289,0.36,4.75,Northwest Territories,Paper
262,Jan 23,Deluxe Rollaway Locking File with Drawer,Carlos Daly,28486,0.57,11.37,Northwest Territories,Storage & Organization
263,Jan 23,252,Ralph Knight,28675,0.55,5.92,Northwest Territories,Telephones and Communication
264,Jan 23,6160,Cindy Schnelling,28870,0.57,2.5,Northwest Territories,Telephones and Communication
265,Jan 23,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Claudia Miner,28871,0.79,5.14,Northwest Territories,Computer Peripherals
266,Jan 23,Prismacolor Color Pencil Set,Roy Skaria,29030,0.44,4.1,Northwest Territories,Pens & Art Supplies
267,Jan 23,Wilson Jones DublLock® D-Ring Binders,Delfina Latchford,29095,0.35,2.99,Northwest Territories,Binders and Binder Accessories
268,Jan 23,Binder Posts,Edward Hooks,29287,0.39,5.01,Northwest Territories,Binders and Binder Accessories
269,Jan 23,Epson LQ-570e Dot Matrix Printer,Edward Hooks,29287,0.56,28.06,Northwest Territories,Office Machines
270,Jan 23,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Don Miller,29510,0.59,41.91,Northwest Territories,Bookcases
271,Jan 23,Fellowes PB300 Plastic Comb Binding Machine,Grant Carroll,29795,0.38,19.99,Northwest Territories,Binders and Binder Accessories
272,Jan 23,Rush Hierlooms Collection Rich Wood Bookcases,Grant Carroll,29795,0.72,35.02,Northwest Territories,Bookcases
273,Jan 23,Avery 481,Brad Eason,29861,0.37,0.99,Northwest Territories,Labels
274,Jan 23,Sharp AL-1530CS Digital Copier,Charles McCrossin,30658,0.36,24.49,Northwest Territories,Copiers and Fax
275,Jan 23,"SAFCO Commercial Wire Shelving, Black",Charles McCrossin,30658,,35,Northwest Territories,Storage & Organization
276,Jan 23,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Charles McCrossin,30947,0.35,2.99,Northwest Territories,Binders and Binder Accessories
277,Jan 23,Self-Adhesive Address Labels for Typewriters by Universal,Charles McCrossin,30947,0.38,0.49,Northwest Territories,Labels
278,Jan 23,StarTAC Series,Bryan Mills,31077,0.55,3.9,Northwest Territories,Telephones and Communication
279,Jan 23,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Monica Federle,31111,0.36,5.83,Northwest Territories,Paper
280,Jan 23,Dana Halogen Swing-Arm Architect Lamp,Michelle Lonsdale,31169,0.57,14.45,Northwest Territories,Office Furnishings
281,Jan 23,Global Comet Stacking Armless Chair,Michelle Lonsdale,31270,0.57,87.01,Northwest Territories,Chairs & Chairmats
282,Jan 23,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Michelle Lonsdale,31270,0.56,48.8,Northwest Territories,Chairs & Chairmats
283,Jan 23,"Fellowes Internet Keyboard, Platinum",Michelle Lonsdale,31270,0.74,8.65,Northwest Territories,Computer Peripherals
284,Jan 23,Deluxe Rollaway Locking File with Drawer,Beth Thompson,31364,0.57,11.37,Northwest Territories,Storage & Organization
285,Jan 23,Luxo Economy Swing Arm Lamp,Cindy Schnelling,31393,0.57,14.87,Northwest Territories,Office Furnishings
286,Jan 23,"*Staples* vLetter Openers, 2/Pack",Cindy Schnelling,31393,0.83,1.32,Northwest Territories,"Scissors, Rulers and Trimmers"
287,Jan 23,Staples 6 Outlet Surge,Nicole Hansen,31492,0.58,4.98,Northwest Territories,Appliances
288,Jan 23,Acco Perma® 2700 Stacking Storage Drawers,Nicole Hansen,31492,0.7,6.64,Northwest Territories,Storage & Organization
289,Jan 23,Fellowes Stor/Drawer® Steel Plus Storage Drawers,Nicole Hansen,31492,0.79,19.99,Northwest Territories,Storage & Organization
290,Jan 23,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Cari Schnelling,31558,0.52,24.49,Northwest Territories,Appliances
291,Jan 23,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Cari Schnelling,31558,0.55,1.99,Northwest Territories,Computer Peripherals
292,Jan 23,Lock-Up Easel 'Spel-Binder',Roy Skaria,31618,0.38,1.49,Northwest Territories,Binders and Binder Accessories
293,Jan 23,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Susan Vittorini,31684,0.39,1.46,Northwest Territories,Paper
294,Jan 23,"Tenex File Box, Personal Filing Tote with Lid, Black",Susan Vittorini,31684,0.59,17.78,Northwest Territories,Storage & Organization
295,Jan 23,Fellowes Black Plastic Comb Bindings,Sylvia Foulston,31781,0.39,8.49,Northwest Territories,Binders and Binder Accessories
296,Jan 23,Assorted Color Push Pins,Sylvia Foulston,31781,0.52,0.75,Northwest Territories,Rubber Bands
297,Jan 23,HP Office Paper (20Lb. and 87 Bright),Chad Cunningham,32193,0.37,6.93,Northwest Territories,Paper
298,Jan 23,Staples Vinyl Coated Paper Clips,Chad Cunningham,32193,0.39,0.99,Northwest Territories,Rubber Bands
299,Jan 23,Canon MP41DH Printing Calculator,Carlos Daly,32229,0.38,13.99,Northwest Territories,Office Machines
300,Jan 23,Newell 310,Carlos Daly,32229,0.56,0.7,Northwest Territories,Pens & Art Supplies
301,Jan 23,Kensington 7 Outlet MasterPiece Power Center,Grant Carroll,32743,0.56,0.99,Northwest Territories,Appliances
302,Jan 23,"DAX Metal Frame, Desktop, Stepped-Edge",Julia West,32806,0.46,8.99,Northwest Territories,Office Furnishings
303,Jan 23,Bush Mission Pointe Library,Roy Skaria,33123,0.65,66.27,Northwest Territories,Bookcases
304,Jan 23,Accessory21,Cindy Schnelling,33159,0.37,0.99,Northwest Territories,Telephones and Communication
305,Jan 23,8860,Don Jones,33186,0.56,5.26,Northwest Territories,Telephones and Communication
306,Jan 23,Array® Memo Cubes,Beth Thompson,33377,0.36,2.04,Northwest Territories,Paper
307,Jan 23,"Fiskars 8"" Scissors, 2/Pack",Beth Thompson,33377,0.56,3.26,Northwest Territories,"Scissors, Rulers and Trimmers"
308,Jan 23,12 Colored Short Pencils,Alan Barnes,33444,0.58,2.4,Northwest Territories,Pens & Art Supplies
309,Jan 23,Pizazz® Global Quick File,Alan Barnes,33444,0.57,7.51,Northwest Territories,Storage & Organization
310,Jan 23,Imation 5.2GB DVD-RAM,Carl Ludwig,33703,0.5,1.99,Northwest Territories,Computer Peripherals
311,Jan 23,Acco Perma® 2700 Stacking Storage Drawers,Carl Ludwig,33703,0.7,6.64,Northwest Territories,Storage & Organization
312,Jan 23,Portable Personal File Box,Carl Ludwig,33703,0.58,4.81,Northwest Territories,Storage & Organization
313,Jan 23,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Jamie Kunitz,33734,0.38,4.86,Northwest Territories,Paper
314,Jan 23,Ibico Covers for Plastic or Wire Binding Elements,Heather Kirkland,33888,0.4,7.19,Northwest Territories,Binders and Binder Accessories
315,Jan 23,Hanging Personal Folder File,Heather Kirkland,33888,0.6,11.25,Northwest Territories,Storage & Organization
316,Jan 23,Tennsco Double-Tier Lockers,Heather Kirkland,33888,0.72,28.66,Northwest Territories,Storage & Organization
317,Jan 23,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Doug Bickford,33894,0.38,4.39,Northwest Territories,Paper
318,Jan 23,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Doug Bickford,33894,0.58,8.37,Northwest Territories,"Scissors, Rulers and Trimmers"
319,Jan 23,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Doug Bickford,33894,0.64,4.62,Northwest Territories,Computer Peripherals
320,Jan 23,PC Concepts 116 Key Quantum 3000 Keyboard,Doug Bickford,33894,0.75,5.5,Northwest Territories,Computer Peripherals
321,Jan 23,Epson Stylus 1520 Color Inkjet Printer,Carlos Daly,33922,0.37,69.3,Northwest Territories,Office Machines
322,Jan 23,Avery 494,Toby Braunhardt,34177,0.39,0.5,Northwest Territories,Labels
323,Jan 23,Self-Adhesive Address Labels for Typewriters by Universal,Toby Braunhardt,34177,0.38,0.49,Northwest Territories,Labels
324,Jan 23,Accessory37,Toby Braunhardt,34177,0.81,2.5,Northwest Territories,Telephones and Communication
325,Jan 23,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Cari Schnelling,34215,0.38,2.99,Northwest Territories,Binders and Binder Accessories
326,Jan 23,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Thomas Seio,34246,0.6,6.89,Northwest Territories,Appliances
327,Jan 23,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Thomas Seio,34246,0.52,19.99,Northwest Territories,Office Machines
328,Jan 23,"Peel & Seel® Recycled Catalog Envelopes, Brown",Thomas Seio,34246,0.35,6.97,Northwest Territories,Envelopes
329,Jan 23,Cardinal Poly Pocket Divider Pockets for Ring Binders,Brendan Dodson,34631,0.4,6.27,Northwest Territories,Binders and Binder Accessories
330,Jan 23,Canon PC1060 Personal Laser Copier,Brendan Dodson,34631,0.41,24.49,Northwest Territories,Copiers and Fax
331,Jan 23,Sterling Rubber Bands by Alliance,Charlotte Melton,35047,0.85,0.7,Northwest Territories,Rubber Bands
332,Jan 23,Newell 312,Beth Thompson,35266,0.55,1.2,Northwest Territories,Pens & Art Supplies
333,Jan 23,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Beth Thompson,35266,0.77,69.64,Northwest Territories,Tables
334,Jan 23,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Eugene Barchas,35847,0.64,8.99,Northwest Territories,Computer Peripherals
335,Jan 23,"Avery Flip-Chart Easel Binder, Black",Michelle Lonsdale,36001,0.38,15.1,Northwest Territories,Binders and Binder Accessories
336,Jan 23,GBC Binding covers,Michelle Lonsdale,36001,0.4,4.98,Northwest Territories,Binders and Binder Accessories
337,Jan 23,R280,Grant Carroll,36134,0.55,8.99,Northwest Territories,Telephones and Communication
338,Jan 23,Accessory9,Beth Paige,36135,0.39,3.3,Northwest Territories,Telephones and Communication
339,Jan 23,U.S. Robotics 56K Internet Call Modem,Dorothy Wardle,36644,0.5,19.99,Northwest Territories,Computer Peripherals
340,Jan 23,Tennsco Industrial Shelving,Muhammed MacIntyre,36646,0.83,35,Northwest Territories,Storage & Organization
341,Jan 23,Staples Bulldog Clip,Charlotte Melton,36707,0.39,0.71,Northwest Territories,Rubber Bands
342,Jan 23,"Micro Innovations Micro 3000 Keyboard, Black",Muhammed MacIntyre,37253,0.75,5.89,Northwest Territories,Computer Peripherals
343,Jan 23,"Fellowes Basic 104-Key Keyboard, Platinum",Claudia Miner,37541,0.65,5.99,Northwest Territories,Computer Peripherals
344,Jan 23,Xerox 1882,Claudia Miner,37541,0.36,13.88,Northwest Territories,Paper
345,Jan 23,Carina Double Wide Media Storage Towers in Natural & Black,Claudia Miner,37541,0.81,35,Northwest Territories,Storage & Organization
346,Jan 23,Portable Personal File Box,Brendan Dodson,37634,0.58,4.81,Northwest Territories,Storage & Organization
347,Jan 23,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Dorothy Wardle,37793,0.56,7.59,Northwest Territories,"Scissors, Rulers and Trimmers"
348,Jan 23,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Mike Pelletier,37860,0.72,52.2,Northwest Territories,Office Furnishings
349,Jan 23,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Edward Hooks,38884,0.4,5.66,Northwest Territories,Paper
350,Jan 23,Hon 94000 Series Round Tables,Edward Hooks,38884,0.76,54.12,Northwest Territories,Tables
351,Jan 23,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Jamie Kunitz,39364,0.67,39.61,Northwest Territories,Office Furnishings
352,Jan 23,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Jamie Kunitz,39364,0.35,19.99,Northwest Territories,Binders and Binder Accessories
353,Jan 23,"Global High-Back Leather Tilter, Burgundy",Julia West,39457,0.74,70.2,Northwest Territories,Chairs & Chairmats
354,Jan 23,Poly Designer Cover & Back,Jeremy Lonsdale,39683,0.37,5.23,Northwest Territories,Binders and Binder Accessories
355,Jan 23,"Lifetime Advantage Folding Chairs, 4/Carton",Jeremy Lonsdale,39683,0.57,18.06,Northwest Territories,Chairs & Chairmats
356,Jan 23,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Jeremy Lonsdale,39683,0.49,6.67,Northwest Territories,Office Furnishings
357,Jan 23,Stockwell Push Pins,Jeremy Lonsdale,39683,0.52,0.78,Northwest Territories,Rubber Bands
358,Jan 23,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Cindy Schnelling,39846,0.64,4.62,Northwest Territories,Computer Peripherals
359,Jan 23,8260,Heather Kirkland,40036,0.58,8.99,Northwest Territories,Telephones and Communication
360,Jan 23,3390,Alan Barnes,40067,0.57,5.31,Northwest Territories,Telephones and Communication
361,Jan 23,"Global Deluxe Stacking Chair, Gray",Hunter Glantz,40132,0.56,14.19,Northwest Territories,Chairs & Chairmats
362,Jan 23,Bevis 36 x 72 Conference Tables,Hunter Glantz,40132,0.63,51.94,Northwest Territories,Tables
363,Jan 23,"Avery Flip-Chart Easel Binder, Black",Hunter Glantz,40132,0.38,15.1,Northwest Territories,Binders and Binder Accessories
364,Jan 23,"Howard Miller 16"" Diameter Gallery Wall Clock",Julia West,40160,0.46,14.48,Northwest Territories,Office Furnishings
365,Jan 23,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Carlos Daly,40518,0.38,5.04,Northwest Territories,Binders and Binder Accessories
366,Jan 23,"Global High-Back Leather Tilter, Burgundy",Barry French,40804,0.74,70.2,Northwest Territories,Chairs & Chairmats
367,Jan 23,"Wilson Jones Hanging View Binder, White, 1""",Susan Vittorini,40902,0.39,6.05,Northwest Territories,Binders and Binder Accessories
368,Jan 23,Boston 1730 StandUp Electric Pencil Sharpener,Carl Jackson,41063,0.59,8.99,Northwest Territories,Pens & Art Supplies
369,Jan 23,Accessory31,Carl Jackson,41063,0.35,0.99,Northwest Territories,Telephones and Communication
370,Jan 23,Accessory8,Carl Jackson,41063,0.39,1.25,Northwest Territories,Telephones and Communication
371,Jan 23,Fellowes 17-key keypad for PS/2 interface,Alan Barnes,41153,0.75,4,Northwest Territories,Computer Peripherals
372,Jan 23,Hanging Personal Folder File,Charlotte Melton,41184,0.6,11.25,Northwest Territories,Storage & Organization
373,Jan 23,Ibico Covers for Plastic or Wire Binding Elements,Beth Thompson,41409,0.4,7.19,Northwest Territories,Binders and Binder Accessories
374,Jan 23,Hoover Portapower Portable Vacuum,Bryan Mills,41696,0.6,49,Northwest Territories,Appliances
375,Jan 23,Fellowes Command Center 5-outlet power strip,Alan Barnes,42209,0.58,0.99,Northwest Territories,Appliances
376,Jan 23,SAFCO Arco Folding Chair,Alan Barnes,42209,,24.49,Northwest Territories,Chairs & Chairmats
377,Jan 23,Accessory12,Beth Paige,42561,0.35,2.5,Northwest Territories,Telephones and Communication
378,Jan 23,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Mike Pelletier,42564,0.58,23.76,Northwest Territories,Chairs & Chairmats
379,Jan 23,3390,Delfina Latchford,42695,0.57,5.31,Northwest Territories,Telephones and Communication
380,Jan 23,GBC DocuBind TL300 Electric Binding System,Susan Vittorini,42981,0.38,19.99,Northwest Territories,Binders and Binder Accessories
381,Jan 23,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Dorothy Wardle,43109,0.39,8.4,Northwest Territories,Binders and Binder Accessories
382,Jan 23,Microsoft Internet Keyboard,Dorothy Wardle,43109,0.78,6.5,Northwest Territories,Computer Peripherals
383,Jan 23,TDK 4.7GB DVD-R,Dorothy Wardle,43109,0.41,1.99,Northwest Territories,Computer Peripherals
384,Jan 23,Xerox 1977,Susan Vittorini,43203,0.37,5.2,Northwest Territories,Paper
385,Jan 23,DAX Solid Wood Frames,Jamie Kunitz,43236,0.48,6.02,Northwest Territories,Office Furnishings
386,Jan 23,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Fred Wasserman,43267,0.54,19.95,Northwest Territories,Appliances
387,Jan 23,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Doug Bickford,43329,0.57,3.99,Northwest Territories,Appliances
388,Jan 23,8260,Fred Wasserman,43330,0.58,8.99,Northwest Territories,Telephones and Communication
